ID,Start_Date,End_Date,Possible_Credit,Credit_Type,Course_Name,School_Year,Term,Status
4572246,9/7/2023,10/31/2023,0.5,SS,U.S. History & Geography-B,23-24,Q1,
4572250,9/7/2023,10/31/2023,0.5,ELA,English Lang Arts I (Gr 9)-B,23-24,Q1,
4572241,9/7/2023,10/31/2023,0.5,MTH,Algebra I-A,23-24,Q1,
4574797,9/7/2023,1/22/2024,1.5,OTHER,CTC Coll Rep Tech (ASE Cert) I-A,23-24,S1,
4574525,9/8/2023,1/22/2024,0.5,ELA,English Lang Arts II (Gr 10)-A,23-24,S1,
4574522,9/8/2023,1/22/2024,0.5,MTH,Algebra II-A,23-24,S1,
4574526,9/8/2023,1/22/2024,0.5,SCI,Next Gen Biology-A,23-24,S1,
4575250,9/8/2023,10/19/2023,0.5,OTHER,OG Tutoring Seminar (Gr 9)-A,23-24,S1,Dropped
4588400,9/12/2023,1/22/2024,0.5,OTHER,OG Reading Intervention (Gr 10)-A *,23-24,S1,
4600180,9/14/2023,1/22/2024,0.5,ELA,AP English Language and Composition-A,23-24,S1,
4600181,9/14/2023,1/22/2024,0.5,LANG,Spanish I-A,23-24,S1,
4599695,9/14/2023,1/22/2024,0.5,SS,"World Hist and Geography, Honors-A",23-24,S1,
4599696,9/14/2023,1/22/2024,0.5,ELA,"English Lang Arts III (Gr 11), Honors-A",23-24,S1,
4611301,9/18/2023,1/22/2024,0.5,ELA,English Lang Arts III (Gr 11)-A,23-24,S1,
4611302,9/18/2023,1/22/2024,0.5,MTH,Algebra II-A,23-24,S1,
4621940,9/20/2023,1/22/2024,0.5,MTH,Algebra II-A,23-24,S1,
4623472,9/21/2023,1/22/2024,0.5,LANG,Spanish I-A,23-24,S1,
4623473,9/21/2023,1/22/2024,0.5,SS,World Hist and Geography-A,23-24,S1,
4623471,9/21/2023,1/22/2024,0.5,SCI,Next Gen Earth and Space Science-A,23-24,S1,
4623474,9/21/2023,1/22/2024,0.5,OTHER,OG Reading Intervention (Gr 11)-A *,23-24,S1,
4623469,9/21/2023,1/22/2024,0.5,MTH,Algebra II-A,23-24,S1,
4623470,9/21/2023,1/22/2024,0.5,ELA,English Lang Arts III (Gr 11)-A,23-24,S1,
4621476,9/21/2023,1/22/2024,0.5,ART,Visual Arts - Comprehensive-A,23-24,S1,
4622013,9/21/2023,10/19/2023,0.5,MTH,Algebra I-A,23-24,S1,Dropped
4622015,9/21/2023,10/19/2023,0.5,OTHER,Study Skills (Gr 9-12)-A *,23-24,YR,Dropped
4632105,9/25/2023,6/8/2024,0.5,SS,"U.S. Hist & Geo, Virt (Edg)-A",23-24,YR,
4639669,10/2/2023,1/22/2024,0.5,SS,World Hist and Geography-A,23-24,S1,
4669684,10/24/2023,6/8/2024,0.5,SCI,"Next Gen Physical Science, Virt (Edg)-A",23-24,YR,
4669685,10/24/2023,6/8/2024,1,MTH,"Geometry, Virt (Edg)",23-24,YR,
4676859,10/25/2023,1/22/2024,0.5,SS,U.S. History & Geography-A,23-24,S1,
4676860,10/25/2023,1/22/2024,0.5,ART,Music Appreciation-A,23-24,S1,
4677012,10/25/2023,1/22/2024,0.5,ELA,English Lang Arts I (Gr 9)-A,23-24,S1,
4677014,10/25/2023,1/22/2024,0.5,MTH,Algebra I-A,23-24,S1,
4676858,10/25/2023,1/22/2024,0.5,OTHER,Study Skills (Gr 9-12)-A *,23-24,S1,
4677013,10/25/2023,1/22/2024,0.5,SCI,Next Gen Physical Science-A,23-24,S1,
4703358,10/31/2023,1/22/2024,0.5,OTHER,Career & Prof. Dev. - DE WCCCD,23-24,S1,
4684884,10/31/2023,1/22/2024,0.5,MTH,Geometry-A,23-24,Q2,
4684882,10/31/2023,1/22/2024,0.5,LANG,Spanish I-B,23-24,Q2,
4684883,10/31/2023,1/22/2024,0.5,ELA,"ELA II (Gr 10), Virt (Edg)-A",23-24,Q2,
4684885,10/31/2023,1/22/2024,0.5,SCI,"Next Gen Biology, Virt (Edg)-B",23-24,Q2,
4682068,10/31/2023,1/22/2024,0.5,PE,Fitness and Conditioning,23-24,Q2,
4682071,10/31/2023,1/22/2024,0.5,SCI,"Next Gen Biology, Virt (Edg)-A",23-24,Q2,
4682070,10/31/2023,1/22/2024,0.5,ELA,"ELA II (Gr 10), Virt (Edg)-B",23-24,Q2,
4682069,10/31/2023,1/22/2024,0.5,LANG,Spanish I-B,23-24,Q2,
4703326,10/31/2023,1/22/2024,0.5,OTHER,Career & Prof. Dev. - DE WCCCD,23-24,S1,
4685557,11/1/2023,1/22/2024,0.5,MTH,Algebra I-A,23-24,Q2,
4685560,11/1/2023,1/22/2024,0.5,SCI,Next Gen Earth and Space Science-A,23-24,Q2,
4685911,11/1/2023,1/22/2024,0.5,SS,World Hist and Geography-B,23-24,Q2,
4685913,11/1/2023,1/22/2024,0.5,SCI,Next Gen Physical Science-B,23-24,Q2,
4685914,11/1/2023,1/22/2024,0.5,MTH,Personal Finance-A,23-24,Q2,
4685912,11/1/2023,1/22/2024,0.5,SCI,Next Gen Biology-A,23-24,Q2,
4686344,11/1/2023,1/22/2024,0.5,OTHER,Career & Prof. Dev. - DE WCCCD,23-24,S1,
4686324,11/2/2023,1/22/2024,0.5,OTHER,Career & Prof. Dev. - DE WCCCD,23-24,S1,
4694227,11/9/2023,1/22/2024,0.5,SS,World Hist and Geography-A,23-24,S1,
4694229,11/9/2023,1/22/2024,0.5,ELA,English Lang Arts III (Gr 11)-A,23-24,S1,
4694221,11/9/2023,1/22/2024,0.5,ELA,"ELA II (Gr 10), Virt (Edg)-A",23-24,S1,
4694223,11/9/2023,1/22/2024,0.5,SS,"Economics, Virt (Edg)",23-24,S1,
4694226,11/9/2023,1/22/2024,0.5,MTH,Algebra II-A,23-24,S1,
4694225,11/9/2023,1/22/2024,0.5,LANG,"Spanish I, Virt (Edg)-B",23-24,S1,
4696732,11/10/2023,1/22/2024,0.5,ART,Introduction to the Theater-A,23-24,S1,
4704068,11/15/2023,6/8/2024,0.5,OTHER,Study Skills (Gr 9-12)-A *,23-24,YR,
4707322,11/20/2023,1/22/2024,0.5,ART,Choir I-A,23-24,S1,
4715886,11/29/2023,1/22/2024,0.5,ELA,"ELA II (Gr 10), Virt (Edg)-A",23-24,S1,
4715887,11/29/2023,1/22/2024,0.5,ELA,"ELA II (Gr 10), Virt (Edg)-B",23-24,S1,
4754353,12/21/2023,1/22/2024,0.5,SS,"Civics, Virt (Edg)",23-24,S1,
4780931,1/16/2024,6/8/2024,0.5,SCI,"Earth Science, Virt (Edg)-B",23-24,YR,
4780930,1/16/2024,6/8/2024,0.5,ELA,"ELA II (Gr 10), Virt (Edg)-B",23-24,YR,
4761014,1/22/2024,2/6/2024,0.5,MTH,Algebra I-B,23-24,S2,Dropped
4759747,1/22/2024,6/8/2024,0.5,ELA,English Lang Arts I (Gr 9)-B,23-24,S2,
4761741,1/22/2024,6/8/2024,0.5,SS,U.S. History & Geography-B,23-24,S2,
4763647,1/22/2024,2/2/2024,0.5,OTHER,Computer Science Principles-B,23-24,S2,Dropped
4762820,1/22/2024,6/8/2024,0.5,ART,Fibers and Textile Design I-B,23-24,S2,
4762424,1/22/2024,6/8/2024,0.5,SCI,Next Gen Physical Science-B,23-24,S2,
4737473,1/22/2024,6/8/2024,0.5,ELA,"ELA II (Gr 10), Virt (Edg)-B",23-24,S2,
4737472,1/22/2024,6/8/2024,0.5,ELA,"ELA II (Gr 10), Virt (Edg)-A",23-24,S2,
4737471,1/22/2024,6/8/2024,0.5,MTH,"Algebra I, Virt (Edg)-B",23-24,S2,
4733873,1/22/2024,6/8/2024,0.5,SCI,Next Gen Earth and Space Science-B,23-24,S2,
4733634,1/22/2024,6/8/2024,0.5,SS,World Hist and Geography-B,23-24,S2,
4728940,1/22/2024,6/8/2024,0.5,LANG,Spanish I-B,23-24,S2,
4737470,1/22/2024,6/8/2024,0.5,ELA,"ELA I (Gr 9), Virt (Edg)-B",23-24,S2,
4733803,1/22/2024,6/8/2024,0.5,ELA,English Lang Arts III (Gr 11)-B,23-24,S2,
4734428,1/22/2024,6/8/2024,0.5,MTH,Algebra II-B,23-24,S2,
4774857,1/22/2024,6/8/2024,0.5,SCI,Next Gen Earth and Space Science-B,23-24,S2,
4774403,1/22/2024,6/8/2024,0.5,SS,World Hist and Geography-B,23-24,S2,
4771032,1/22/2024,6/8/2024,0.5,MTH,Algebra II-B,23-24,S2,
4772227,1/22/2024,6/8/2024,0.5,ELA,English Lang Arts III (Gr 11)-B,23-24,S2,
4777439,1/22/2024,6/8/2024,0.5,PE,Physical Education,23-24,S2,
4777434,1/22/2024,6/8/2024,0.5,ART,Art Portfolio-B,23-24,S2,
4231429,1/22/2024,6/8/2024,0.5,SCI,Next Gen Biology-B,23-24,S2,
4231433,1/22/2024,6/8/2024,0.5,SS,Economics,23-24,S2,
4231435,1/22/2024,6/8/2024,0.5,LANG,Spanish I-B,23-24,S2,
4231436,1/22/2024,6/8/2024,0.5,MTH,Geometry-B,23-24,S2,
4231438,1/22/2024,6/8/2024,0.5,OTHER,Study Skills (Gr 9-12)-A *,23-24,S2,
4231434,1/22/2024,6/8/2024,0.5,ELA,English Lang Arts II (Gr 10)-B,23-24,S2,
4775142,1/22/2024,3/23/2024,0.5,ART,Visual Arts - 2D-B,23-24,S2,Dropped
4776374,1/22/2024,6/8/2024,0.5,LANG,Spanish I-B,23-24,S2,
4007858,1/22/2024,6/8/2024,0.5,MTH,Algebra II-B,23-24,S2,
4007865,1/22/2024,6/8/2024,0.5,SCI,Next Gen Earth and Space Science-B,23-24,S2,
4006291,1/22/2024,6/8/2024,0.5,SS,"World Hist and Geography, Honors-B",23-24,S2,
3997103,1/22/2024,6/8/2024,0.5,ELA,"English Lang Arts III (Gr 11), Honors-B",23-24,S2,
4794295,1/22/2024,6/8/2024,0.5,OTHER,"English Test Prep, SAT (Gr 11)",23-24,S2,
4744601,1/22/2024,6/8/2024,0.5,LANG,Spanish I-B,23-24,S2,
4744598,1/22/2024,6/8/2024,0.5,MTH,Algebra II-B,23-24,S2,
4744593,1/22/2024,6/8/2024,0.5,ELA,English Lang Arts III (Gr 11)-B,23-24,S2,
4744596,1/22/2024,6/8/2024,0.5,SCI,Next Gen Earth and Space Science-B,23-24,S2,
4744600,1/22/2024,6/8/2024,0.5,OTHER,Intro. GISArcPro Fundamentals - DE EMU,23-24,S2,
4744594,1/22/2024,6/8/2024,0.5,SS,World Hist and Geography-B,23-24,S2,
4782095,1/22/2024,6/8/2024,1.5,OTHER,CTC Cosmetology I-B,23-24,S2,
4205255,1/22/2024,6/8/2024,0.5,ELA,English Lang Arts III (Gr 11)-B,23-24,S2,
4205257,1/22/2024,6/8/2024,0.5,SS,World Hist and Geography-B,23-24,S2,
4205253,1/22/2024,6/8/2024,0.5,MTH,Pre-Calculus-B,23-24,S2,
4769322,1/22/2024,6/8/2024,0.5,SCI,Next Gen Physical Science-B,23-24,S2,
4768555,1/22/2024,6/8/2024,0.5,ELA,English Lang Arts III (Gr 11)-B,23-24,S2,
4771371,1/22/2024,6/8/2024,0.5,ART,Visual Arts - Comprehensive-B,23-24,S2,
4771067,1/22/2024,6/8/2024,0.5,OTHER,Forensics for Science-B,23-24,S2,
4770156,1/22/2024,6/8/2024,0.5,SS,Economics,23-24,S2,
4785966,1/22/2024,6/8/2024,0.5,LANG,Spanish IV-B,23-24,S2,
4785964,1/22/2024,6/8/2024,0.5,MTH,Algebra II-B,23-24,S2,
4780924,1/22/2024,4/3/2024,0.5,ELA,English Lang Arts III (Gr 11)-A,23-24,Q3,
4780926,1/22/2024,4/3/2024,0.5,SCI,Next Gen Biology-B,23-24,Q3,
4780928,1/22/2024,4/3/2024,0.5,MTH,Personal Finance-B,23-24,Q3,
4780929,1/22/2024,4/3/2024,0.5,MTH,Algebra I-B,23-24,Q3,
4780923,1/22/2024,4/3/2024,0.5,PE,Health Education,23-24,Q3,
4780925,1/22/2024,4/3/2024,0.5,ART,Music Appreciation-A,23-24,Q3,
4724335,1/22/2024,6/8/2024,0.5,ELA,AP English Language and Composition-B,23-24,S2,
4723771,1/22/2024,6/8/2024,0.5,SS,World Hist and Geography-B,23-24,S2,
4730394,1/22/2024,6/8/2024,0.5,OTHER,AP Seminar-B,23-24,S2,
4735966,1/22/2024,6/8/2024,0.5,LANG,Spanish I-B,23-24,S2,
4751029,1/22/2024,6/8/2024,0.5,MTH,Algebra II-B,23-24,S2,
4751028,1/22/2024,6/8/2024,0.5,SCI,Chemistry-B,23-24,S2,
4790814,1/22/2024,4/3/2024,0.5,SCI,"Next Gen Biology, Virt (Edg)-B",23-24,Q3,
4781077,1/22/2024,4/3/2024,0.5,MTH,Geometry-B,23-24,Q3,
4781076,1/22/2024,4/3/2024,0.5,ELA,"ELA II (Gr 10), Virt (Edg)-A",23-24,Q3,
4781078,1/22/2024,4/3/2024,0.5,LANG,Spanish II-A,23-24,Q3,
4745287,1/22/2024,6/8/2024,0.5,SS,Economics,23-24,S2,
4745855,1/22/2024,6/8/2024,0.5,LANG,Spanish I-B,23-24,S2,
4743467,1/22/2024,6/8/2024,0.5,MTH,Algebra II-B,23-24,S2,
4744257,1/22/2024,6/8/2024,0.5,OTHER,Career & Prof. Dev. - DE WCCCD,23-24,S2,
4743956,1/22/2024,6/8/2024,0.5,SCI,Next Gen Earth and Space Science-B,23-24,S2,
4748029,1/22/2024,6/8/2024,0.5,ELA,AP English Language and Composition-B,23-24,S2,
4724079,1/22/2024,2/5/2024,0.5,SS,World Hist and Geography-B,23-24,S2,Dropped
4753113,1/22/2024,2/5/2024,0.5,PE,Health Education,23-24,S2,Dropped
4753112,1/22/2024,2/5/2024,0.5,SCI,Next Gen Earth and Space Science-B,23-24,S2,Dropped
4731556,1/22/2024,2/5/2024,0.5,MTH,Algebra II-B,23-24,S2,Dropped
4753111,1/22/2024,2/5/2024,0.5,ART,Cinematography/Video Production-B,23-24,S2,Dropped
4723239,1/22/2024,2/5/2024,0.5,ELA,"English Lang Arts III (Gr 11), ESL-B",23-24,S2,Dropped
4756092,1/22/2024,4/3/2024,0.5,MTH,Algebra II-B,23-24,S2,Dropped
4756095,1/22/2024,4/3/2024,0.5,ELA,"ELA II (Gr 10), Virt (Edg)-A",23-24,S2,Dropped
4756094,1/22/2024,4/3/2024,0.5,LANG,"Spanish I, Virt (Edg)-B",23-24,S2,Dropped
4724201,1/22/2024,3/21/2024,0.5,SS,"Economics, Virt (Edg)",23-24,S2,Dropped
4724437,1/22/2024,4/3/2024,0.5,SS,World Hist and Geography-B,23-24,S2,Dropped
4723462,1/22/2024,4/3/2024,0.5,ELA,English Lang Arts III (Gr 11)-B,23-24,S2,Dropped
4338911,1/22/2024,6/8/2024,0.5,OTHER,Introduction to Engineering Design-B,23-24,S2,
4338668,1/22/2024,6/8/2024,0.5,LANG,Spanish II-B,23-24,S2,
4338663,1/22/2024,6/8/2024,0.5,SS,World Hist and Geography-B,23-24,S2,
4338308,1/22/2024,6/8/2024,0.5,SCI,Physics-B,23-24,S2,
4338881,1/22/2024,6/8/2024,0.5,ELA,English Lang Arts III (Gr 11)-B,23-24,S2,
4338310,1/22/2024,6/8/2024,0.5,MTH,Algebra II-B,23-24,S2,
4745468,1/22/2024,6/8/2024,0.5,MTH,Algebra II-B,23-24,S2,
4745021,1/22/2024,6/8/2024,0.5,ELA,English Lang Arts III (Gr 11)-B,23-24,S2,
4745787,1/22/2024,6/8/2024,0.5,LANG,Spanish I-B,23-24,S2,
4743885,1/22/2024,6/8/2024,0.5,SCI,Next Gen Earth and Space Science-B,23-24,S2,
4744245,1/22/2024,6/8/2024,0.5,OTHER,Career & Prof. Dev. - DE WCCCD,23-24,S2,
4744178,1/22/2024,6/8/2024,0.5,SS,U.S. History & Geography-B,23-24,S2,
4502712,1/22/2024,6/8/2024,0.5,MTH,Algebra I-B,23-24,S2,
4423586,1/22/2024,6/8/2024,0.5,MTH,Geometry-B,23-24,S2,
4423901,1/22/2024,6/8/2024,0.5,LANG,Spanish I-B,23-24,S2,
4423656,1/22/2024,6/8/2024,0.5,SCI,Next Gen Biology-B,23-24,S2,
4424041,1/22/2024,6/8/2024,0.5,ART,Band I-B,23-24,S2,
4423726,1/22/2024,6/8/2024,0.5,SS,Civics,23-24,S2,
4423516,1/22/2024,6/8/2024,0.5,ELA,English Lang Arts II (Gr 10)-B,23-24,S2,
4473021,1/22/2024,6/8/2024,0.5,ELA,English Lang Arts I (Gr 9)-B,23-24,S2,
4473024,1/22/2024,6/8/2024,0.5,OTHER,Study Skills (Gr 9-12)-A *,23-24,S2,
4837255,1/22/2024,1/22/2024,0.5,OTHER,Intro. to Business - DE WCCCD,23-24,S1,
4389668,1/22/2024,6/8/2024,0.5,OTHER,Career Exploration-B,23-24,S2,
4389836,1/22/2024,6/8/2024,0.5,MTH,Algebra I-B,23-24,S2,
4389780,1/22/2024,6/8/2024,0.5,PE,Physical Education,23-24,S2,
4389612,1/22/2024,6/8/2024,0.5,SCI,Next Gen Physical Science-B,23-24,S2,
4389892,1/22/2024,6/8/2024,0.5,SS,U.S. History & Geography-B,23-24,S2,
4837256,1/22/2024,1/22/2024,0.5,OTHER,Intro. to Comp. Info. Systems - DE WCCCD,23-24,S1,
4777367,1/22/2024,6/8/2024,0.5,OTHER,OG Reading Intervention (Gr 11)-B *,23-24,S2,
4777371,1/22/2024,6/8/2024,0.5,SCI,Next Gen Earth and Space Science-B,23-24,S2,
4777368,1/22/2024,6/8/2024,0.5,MTH,Algebra II-B,23-24,S2,
4736119,1/22/2024,6/8/2024,0.5,LANG,Spanish I-B,23-24,S2,
4723579,1/22/2024,6/8/2024,0.5,ELA,English Lang Arts III (Gr 11)-B,23-24,S2,
4724042,1/22/2024,6/8/2024,0.5,SS,World Hist and Geography-B,23-24,S2,
4789693,1/22/2024,6/8/2024,0.5,SCI,Next Gen Biology-B,23-24,S2,
4789888,1/22/2024,6/8/2024,0.5,ELA,English Lang Arts II (Gr 10)-B,23-24,S2,
4790612,1/22/2024,6/8/2024,0.5,ART,Visual Arts - Comprehensive-B,23-24,S2,
4789006,1/22/2024,6/8/2024,0.5,SS,Economics,23-24,S2,
4790864,1/22/2024,6/8/2024,0.5,OTHER,OG Reading Intervention (Gr 10)-B *,23-24,S2,
4796506,1/22/2024,6/8/2024,0.5,MTH,Geometry-B,23-24,S2,
4767644,1/22/2024,6/8/2024,0.5,SCI,Physics-B,23-24,S2,
4767642,1/22/2024,6/8/2024,0.5,PE,Physical Education,23-24,S2,
4767643,1/22/2024,6/8/2024,0.5,OTHER,Engineering Applications-B,23-24,S2,
4734600,1/22/2024,6/8/2024,0.5,MTH,Geometry-B,23-24,S2,
4734828,1/22/2024,6/8/2024,0.5,SS,Economics,23-24,S2,
4731075,1/22/2024,6/8/2024,0.5,ELA,English Lang Arts II (Gr 10)-B,23-24,S2,
4777180,1/22/2024,6/8/2024,0.5,OTHER,Introduction to Computer Technology-B,23-24,S2,
4774588,1/22/2024,1/30/2024,0.5,PE,Health Education,23-24,S2,Dropped
4781991,1/22/2024,6/8/2024,1.5,OTHER,CTC Cooking and Rel Cul Arts-B,23-24,S2,
4752967,1/22/2024,6/8/2024,0.5,MTH,Algebra II-B,23-24,S2,
4731093,1/22/2024,6/8/2024,0.5,ELA,English Lang Arts II (Gr 10)-B,23-24,S2,
4723716,1/22/2024,6/8/2024,0.5,SCI,Next Gen Biology-B,23-24,S2,
3964506,1/22/2024,6/8/2024,0.5,LANG,Spanish II-B,23-24,S2,
3964507,1/22/2024,6/8/2024,0.5,MTH,Algebra II-B,23-24,S2,
3964508,1/22/2024,6/8/2024,0.5,SCI,Next Gen Earth and Space Science-B,23-24,S2,
3969743,1/22/2024,6/8/2024,0.5,OTHER,CTE Comp Sys Ntwrk and Tele I-B,23-24,S2,
3969745,1/22/2024,6/8/2024,0.5,ELA,English Lang Arts III (Gr 11)-B,23-24,S2,
3969746,1/22/2024,6/8/2024,0.5,SS,World Hist and Geography-B,23-24,S2,
4781611,1/22/2024,6/8/2024,1.5,OTHER,CTC Auto Tech (ASE Cert) II-B,23-24,S2,
4741149,1/22/2024,6/8/2024,0.5,MTH,Algebra II-B,23-24,S2,
4740744,1/22/2024,6/8/2024,0.5,ELA,English Lang Arts III (Gr 11)-B,23-24,S2,
4738791,1/22/2024,6/8/2024,0.5,SS,AP World History- Modern-B,23-24,S2,
4742331,1/22/2024,6/8/2024,0.5,LANG,French I-B,23-24,S2,
3964682,1/22/2024,6/8/2024,0.5,OTHER,CTE Bus Adm Mgmt and Ops II-B,23-24,S2,
3964685,1/22/2024,6/8/2024,0.5,SS,Civics,23-24,S2,
3964688,1/22/2024,6/8/2024,0.5,LANG,Spanish I-B,23-24,S2,
3964690,1/22/2024,6/8/2024,0.5,MTH,Geometry-B,23-24,S2,
3964692,1/22/2024,6/8/2024,0.5,SCI,Next Gen Biology-B,23-24,S2,
3996495,1/22/2024,6/8/2024,0.5,ELA,English Lang Arts II (Gr 10)-B,23-24,S2,
4449447,1/22/2024,6/8/2024,0.5,MTH,Algebra II-B,23-24,S2,
4449440,1/22/2024,2/8/2024,0.5,PE,Physical Education,23-24,S2,Dropped
4449441,1/22/2024,2/7/2024,0.5,ELA,English Lang Arts III (Gr 11)-B,23-24,S2,Dropped
4449448,1/22/2024,2/7/2024,0.5,SCI,Next Gen Earth and Space Science-B,23-24,S2,Dropped
4449450,1/22/2024,6/8/2024,0.5,SS,World Hist and Geography-B,23-24,S2,
4621475,1/22/2024,6/8/2024,0.5,ART,Visual Arts - Comprehensive-B,23-24,S2,
4773543,1/22/2024,6/8/2024,0.5,ELA,English Lang Arts II (Gr 10)-B,23-24,S2,
4773542,1/22/2024,6/8/2024,0.5,MTH,Geometry-B,23-24,S2,
4773541,1/22/2024,6/8/2024,0.5,SS,Economics,23-24,S2,
4773544,1/22/2024,6/8/2024,0.5,SCI,Next Gen Biology-B,23-24,S2,
4773545,1/22/2024,6/8/2024,0.5,MTH,Algebra I-B,23-24,S2,
4902901,1/22/2024,6/8/2024,0.5,OTHER,Com. College Orientation - DE WCCCD,23-24,S2,
4782328,1/22/2024,6/8/2024,0.5,OTHER,Digital Music and Editing-B,23-24,S2,
4315944,1/22/2024,6/8/2024,0.5,ELA,English Lang Arts II (Gr 10)-B,23-24,S2,
4315919,1/22/2024,6/8/2024,0.5,ART,Strings-B,23-24,S2,
4315940,1/22/2024,6/8/2024,0.5,ART,Orchestra III-B,23-24,S2,
4315937,1/22/2024,6/8/2024,0.5,ART,Orchestra II-B,23-24,S2,
4316034,1/22/2024,6/8/2024,0.5,SCI,Next Gen Biology-B,23-24,S2,
4316039,1/22/2024,6/8/2024,0.5,SS,Economics,23-24,S2,
4316011,1/22/2024,6/8/2024,0.5,MTH,Geometry-B,23-24,S2,
4741820,1/22/2024,6/8/2024,0.5,PE,Physical Education,23-24,S2,
4742118,1/22/2024,4/23/2024,0.5,OTHER,Army Junior ROTC I-B,23-24,S2,Dropped
4746326,1/22/2024,6/8/2024,0.5,OTHER,Seminar-B,23-24,S2,
4691897,1/22/2024,6/8/2024,0.5,ELA,English Lang Arts I (Gr 9)-B,23-24,S2,
4691895,1/22/2024,6/8/2024,0.5,SCI,Next Gen Physical Science-B,23-24,S2,
4691898,1/22/2024,6/8/2024,0.5,ART,Music Appreciation-B,23-24,S2,
4691894,1/22/2024,6/8/2024,0.5,MTH,Algebra I-B,23-24,S2,
4796579,1/22/2024,6/8/2024,0.5,OTHER,Study Skills (Gr 9-12)-A *,23-24,S2,
4796578,1/22/2024,6/8/2024,0.5,SS,U.S. History & Geography-B,23-24,S2,
4755141,1/22/2024,6/8/2024,0.5,ART,Visual Arts - 2D-B,23-24,S2,
4767538,1/22/2024,6/8/2024,0.5,OTHER,OG Reading Intervention (Gr 10)-B *,23-24,S2,
4734217,1/22/2024,6/8/2024,0.5,MTH,Geometry-B,23-24,S2,
4723743,1/22/2024,6/8/2024,0.5,SCI,Next Gen Biology-B,23-24,S2,
4735578,1/22/2024,6/8/2024,0.5,SS,Civics,23-24,S2,
4730957,1/22/2024,6/8/2024,0.5,ELA,English Lang Arts II (Gr 10)-B,23-24,S2,
4731609,1/22/2024,6/8/2024,0.5,PE,Physical Education,23-24,S2,
4763456,1/22/2024,6/8/2024,0.5,OTHER,AP Computer Science A-B,23-24,S2,
4790500,1/22/2024,6/8/2024,0.5,ART,AP Studio Art - Drawing-B,23-24,S2,
4733773,1/22/2024,6/8/2024,0.5,ELA,"English Lang Arts III (Gr 11), Honors-B",23-24,S2,
4740047,1/22/2024,6/8/2024,0.5,OTHER,"Math Test Prep, SAT (Gr 11)",23-24,S2,
4728934,1/22/2024,6/8/2024,0.5,LANG,Spanish I-B,23-24,S2,
4740048,1/22/2024,6/8/2024,0.5,SS,World Hist and Geography-B,23-24,S2,
4740046,1/22/2024,6/8/2024,0.5,SCI,Next Gen Earth and Space Science-B,23-24,S2,
4734630,1/22/2024,6/8/2024,0.5,MTH,"Algebra II, Honors-B",23-24,S2,
4492221,1/22/2024,6/8/2024,0.5,SCI,AP Biology-B,23-24,S2,
4384148,1/22/2024,6/8/2024,0.5,ELA,AP English Language and Composition-B,23-24,S2,
3957556,1/22/2024,6/8/2024,0.5,SS,World Hist and Geography-B,23-24,S2,
3957557,1/22/2024,6/8/2024,0.5,OTHER,Law Studies-A,23-24,S2,
3957558,1/22/2024,6/8/2024,0.5,LANG,IB Spanish V-B,23-24,S2,
3957559,1/22/2024,6/8/2024,0.5,MTH,Algebra II-B,23-24,S2,
4770008,1/22/2024,6/8/2024,0.5,LANG,Spanish II-B,23-24,S2,
4789277,1/22/2024,6/8/2024,0.5,ART,Introduction to the Theater-B,23-24,S2,
4755744,1/22/2024,6/8/2024,0.5,ELA,"English Lang Arts III (Gr 11), Honors-B",23-24,S2,
4755895,1/22/2024,6/8/2024,0.5,SS,Civics,23-24,S2,
4756398,1/22/2024,6/8/2024,0.5,SCI,Next Gen Earth and Space Science-B,23-24,S2,
4788186,1/22/2024,6/8/2024,0.5,MTH,"Algebra II, Honors-B",23-24,S2,
4790645,1/22/2024,6/8/2024,0.5,OTHER,Seminar-B,23-24,S2,
4773629,1/22/2024,6/8/2024,0.5,MTH,Algebra II-B,23-24,S2,
4775331,1/22/2024,6/8/2024,0.5,ELA,"English Lang Arts III (Gr 11), Honors-B",23-24,S2,
4782128,1/22/2024,6/8/2024,1.5,OTHER,CTC Coll Rep Tech (ASE Cert) I-B,23-24,S2,
4773989,1/22/2024,6/8/2024,0.5,SS,"World Hist and Geography, Honors-B",23-24,S2,
4803842,1/25/2024,4/3/2024,0.5,PE,Physical Education,23-24,Q3,
4803843,1/25/2024,4/3/2024,0.5,SS,World Hist and Geography-A,23-24,Q3,
4803841,1/25/2024,4/3/2024,0.5,ELA,"ELA II (Gr 10), Virt (Edg)-B",23-24,Q3,
4803845,1/25/2024,4/3/2024,0.5,LANG,"Spanish II, Virt (Edg)-A",23-24,Q3,
4808552,1/30/2024,6/8/2024,0.5,SCI,"Next Gen Physical Science, Virt (Edg)-A",23-24,YR,
4808290,1/30/2024,6/8/2024,0.5,PE,Physical Education,23-24,S2,
4810632,1/31/2024,6/8/2024,0.5,MTH,"Geometry, Virt (Edg)-A",23-24,YR,
4811821,2/1/2024,2/6/2024,0.5,ART,Band I-B,23-24,S2,Dropped
4814197,2/2/2024,6/8/2024,0.5,SS,"Civics, Virt (Edg)",23-24,YR,
4817338,2/5/2024,4/3/2024,0.5,ELA,"ELA I (Gr 9), Virt (Edg)-A",23-24,Q3,
4817337,2/5/2024,4/3/2024,0.5,SCI,Next Gen Physical Science-A,23-24,Q3,
4817336,2/5/2024,4/3/2024,0.5,SS,U.S. History & Geography-A,23-24,Q3,
