Student_ID,ID,Class_ID,Letter_Grade,Grade_Level,Credit_Type,Credit_Awarded,Credit_Potential
662140,26309348,5805509.667,A,12,ELA,0.5,0.5
662140,26310549,5818936.667,A,12,ELA,0.5,0.5
662140,26310868,5832363.667,A,12,ELA,0.5,0.5
662140,26587470,5845790.667,A,12,ELA,0.5,0.5
662140,26582958,5859217.667,A,12,MTH,0.5,0.5
662140,26587638,5872644.667,A,12,MTH,0.5,0.5
662140,26585497,5886071.667,A,12,MTH,0.5,0.5
662140,26586518,5899498.667,A,12,PE,0.5,0.5
662140,26309796,5912925.667,A,12,SCI,0.5,0.5
662140,26304313,5926352.667,A,12,SCI,0.5,0.5
987506,24896844,5939779.667,A,9,PE,0.5,0.5
987506,24896845,5953206.667,A,9,PE,0.5,0.5
489321,25753428,5966633.667,A,11,ELA,0.5,0.5
240541,26585647,5980060.667,A,12,ELA,0.5,0.5
240541,26585994,5993487.667,A,12,MTH,0.5,0.5
240541,26587091,6006914.667,A,12,SCI,0.5,0.5
262969,25753749,6020341.667,A,12,ELA,0.5,0.5
262969,26310566,6033768.667,A,12,ELA,0.5,0.5
917922,26587619,6047195.667,A,12,ELA,0.5,0.5
917922,26307497,6060622.667,A,12,MTH,0.5,0.5
917922,26307496,6074049.667,A,12,MTH,0.5,0.5
272762,26586637,6087476.667,A,9,PE,0.5,0.5
272762,26586646,6100903.667,A,9,SS,0.5,0.5
272762,26586647,6114330.667,A,9,SS,0.5,0.5
272762,26586662,6127757.667,A,10,LANG,0.5,0.5
272762,26586669,6141184.667,A,11,ELA,0.5,0.5
262969,23792307,6154611.667,A,11,SS,0.5,0.5
262969,25753590,6168038.667,A,12,SCI,0.5,0.5
255674,25751036,6181465.667,B,11,LANG,0.5,0.5
319366,26582892,6194892.667,B,11,SS,0.5,0.5
158592,26582910,6208319.667,B,12,SS,0.5,0.5
662140,26311507,6221746.667,B,12,ART,0.5,0.5
662140,26308389,6235173.667,B,12,ELA,0.5,0.5
662140,26310116,6248600.667,B,12,ELA,0.5,0.5
662140,26310565,6262027.667,B,12,SS,0.5,0.5
131348,24619233,6275454.667,B,9,ELA,0.5,0.5
131348,24619425,6288881.667,B,10,ELA,0.5,0.5
987506,25789635,6302308.667,B,10,MTH,0.5,0.5
158592,26582664,6315735.667,B,11,MTH,0.5,0.5
489321,26303123,6329162.667,B,12,ELA,0.5,0.5
489321,26587122,6342589.667,B,12,ELA,0.5,0.5
489321,25753748,6356016.667,B,11,SCI,0.5,0.5
489321,24907635,6369443.667,B,12,SCI,0.5,0.5
240541,26311259,6382870.667,B,12,SS,0.5,0.5
240541,25468268,6396297.667,B,11,SS,0.5,0.5
240541,26310816,6409724.667,B,12,PE,0.5,0.5
272762,26586634,6423151.667,B,9,ELA,0.5,0.5
272762,26586658,6436578.667,B,10,MTH,0.5,0.5
272762,26586636,6450005.667,B,9,ELA,0.5,0.5
272762,26586652,6463432.667,B,10,SS,0.5,0.5
272762,26586668,6476859.667,B,11,ELA,0.5,0.5
556785,26586447,6490286.667,B,12,ELA,0.5,0.5
349393,19664483,6503713.667,C,9,OTHER,0.5,0.5
158592,26583485,6517140.667,C,12,ELA,0.5,0.5
131348,24619228,6530567.667,C,9,ART,0.5,0.5
131348,24619426,6543994.667,C,10,ELA,0.5,0.5
489321,26587121,6557421.667,C,12,MTH,0.5,0.5
240541,26583593,6570848.667,C,12,ELA,0.5,0.5
917922,26303980,6584275.667,C,11,LANG,0.5,0.5
917922,26303973,6597702.667,C,11,ELA,0.5,0.5
917922,26303974,6611129.667,C,11,MTH,0.5,0.5
917922,26303978,6624556.667,C,11,OTHER,0.5,0.5
917922,26303979,6637983.667,C,11,SS,0.5,0.5
917922,26579969,6651410.667,C,10,ART,0.5,0.5
272762,26586665,6664837.667,C,9,MTH,0.5,0.5
272762,26586651,6678264.667,C,10,SS,0.5,0.5
272762,26586666,6691691.667,C,11,MTH,0.5,0.5
272762,26586676,6705118.667,C,11,LANG,0.5,0.5
272762,26586678,6718545.667,C,11,SS,0.5,0.5
272762,26586642,6731972.667,C,9,PE,0.5,0.5
272762,26586677,6745399.667,C,11,LANG,0.5,0.5
489650,24065020,6758826.667,D,10,SS,1,1
131348,24619226,6772253.667,D,9,MTH,0.5,0.5
131348,24619234,6785680.667,D,9,ELA,0.5,0.5
131348,24619238,6799107.667,D,9,SS,0.5,0.5
131348,24619423,6812534.667,D,10,SCI,0.5,0.5
131348,24619424,6825961.667,D,10,SCI,0.5,0.5
131348,24619428,6839388.667,D,10,MTH,0.5,0.5
131348,24619433,6852815.667,D,10,SS,0.5,0.5
917922,26303976,6866242.667,D,11,SS,0.5,0.5
272762,26586648,6879669.667,D,10,SCI,0.5,0.5
272762,26586656,6893096.667,D,10,ELA,0.5,0.5
272762,26586672,6906523.667,D,11,ART,0.5,0.5
272762,26586674,6919950.667,D,11,SCI,0.5,0.5
272762,26586631,6933377.667,D,9,MTH,0.5,0.5
272762,26586661,6946804.667,D,10,ART,0.5,0.5
272762,26586667,6960231.667,D,11,MTH,0.5,0.5
272762,26586671,6973658.667,D,11,ELA,0.5,0.5
272762,26586675,6987085.667,D,11,SCI,0.5,0.5
272762,26586679,7000512.667,D,11,SS,0.5,0.5
556785,26580123,7013939.667,D,12,ELA,0.5,0.5
906838,25424301,7027366.667,D,10,SS,0.5,0.5
349393,19666778,7040793.667,F,9,ELA,0,0.5
349393,19666345,7054220.667,F,9,OTHER,0,0.5
349393,19664482,7067647.667,F,9,SS,0,0.5
349393,19665891,7081074.667,F,9,MTH,0,0.5
349393,19666779,7094501.667,F,9,SCI,0,0.5
131348,24619225,7107928.667,F,9,MTH,0,0.5
131348,24619227,7121355.667,F,9,ART,0,0.5
131348,24619229,7134782.667,F,9,SCI,0,0.5
131348,24619235,7148209.667,F,9,OTHER,0,0.5
131348,24619237,7161636.667,F,9,SS,0,0.5
131348,24619230,7175063.667,F,9,SCI,0,0.5
131348,24619236,7188490.667,F,9,OTHER,0,0.5
131348,24619427,7201917.667,F,10,MTH,0,0.5
131348,24619430,7215344.667,F,10,OTHER,0,0.5
131348,24619422,7228771.667,F,10,OTHER,0,0.5
131348,24619429,7242198.667,F,10,PE,0,0.5
131348,24619431,7255625.667,F,10,PE,0,0.5
131348,24619432,7269052.667,F,10,SS,0,0.5
987506,24896851,7282479.667,F,9,SCI,0,0.5
987506,24896850,7295906.667,F,9,SCI,0,0.5
987506,24896852,7309333.667,F,9,SS,0,0.5
987506,24896854,7322760.667,F,9,OTHER,0,0.5
987506,24896846,7336187.667,F,9,ELA,0,0.5
987506,24896848,7349614.667,F,9,MTH,0,0.5
987506,24896853,7363041.667,F,9,SS,0,0.5
987506,24896855,7376468.667,F,9,OTHER,0,0.5
987506,24896856,7389895.667,F,9,PE,0,0.5
987506,24896847,7403322.667,F,9,ELA,0,0.5
987506,24896849,7416749.667,F,9,MTH,0,0.5
917922,26303975,7430176.667,F,11,SCI,0,0.5
272762,26586633,7443603.667,F,9,ELA,0,0.5
272762,26586638,7457030.667,F,9,ART,0,0.5
272762,26586644,7470457.667,F,9,SS,0,0.5
272762,26586640,7483884.667,F,9,OTHER,0,0.5
272762,26586643,7497311.667,F,9,PE,0,0.5
272762,26586649,7510738.667,F,10,SCI,0,0.5
272762,26586653,7524165.667,F,10,ART,0,0.5
272762,26586659,7537592.667,F,10,MTH,0,0.5
272762,26586663,7551019.667,F,10,LANG,0,0.5
272762,26586670,7564446.667,F,11,ELA,0,0.5
272762,26586635,7577873.667,F,9,ELA,0,0.5
272762,26586639,7591300.667,F,9,ART,0,0.5
272762,26586641,7604727.667,F,9,OTHER,0,0.5
272762,26586645,7618154.667,F,9,SS,0,0.5
272762,26586650,7631581.667,F,10,SCI,0,0.5
272762,26586657,7645008.667,F,10,ELA,0,0.5
272762,26586660,7658435.667,F,10,MTH,0,0.5
272762,26586664,7671862.667,F,10,LANG,0,0.5
272762,26586673,7685289.667,F,11,ART,0,0.5
705860,24608234,7698716.667,P,9,LANG,2,2
889495,22031167,7712143.667,P,8,LANG,1.5,1.5
158592,26581753,7725570.667,P,11,OTHER,0.5,0.5
272762,26586632,7738997.667,P,9,OTHER,0.25,0.25
272762,26586654,7752424.667,P,10,OTHER,0.25,0.25
272762,26586655,7765851.667,P,10,OTHER,0.25,0.25
413254,22906804,7779278.667,P,8,LANG,2,2
998587,26624538.7,6095536,B,9,SCI,0.5,0.5
998587,26628192.81,6554198,D,9,ELA,0,1.5
998587,26631846.91,9054518,D,9,ART,1.5,1.5
998587,26635501.01,1033443,F,9,ART,0.5,0.5
998587,26639155.12,3162387,F,9,OTHER,0,1.5
998587,26642809.22,5958516,B,9,ART,0.5,1.5
998587,26646463.33,2213694,D,9,ELA,1,1
998587,26650117.43,6319132,B,9,OTHER,1,1
603944,26653771.54,1224634,D,9,SS,0.5,0.5
603944,26657425.64,2052422,D,9,MTH,0.5,0.5
603944,26661079.75,8929442,B,9,MTH,0.5,0.5
603944,26664733.85,9859873,D,9,SS,1,1.5
591124,26668387.96,1135423,A,9,OTHER,0.5,1.5
591124,26672042.06,6234618,A,9,ART,0.5,1.5
591124,26675696.17,7218865,A,9,PE,0.5,1
591124,26679350.27,9522216,C,9,PE,1.5,1.5
538553,26683004.38,4185636,F,9,SS,0,0.5
538553,26686658.48,9274802,B,9,ART,1,1
538553,26690312.59,6941171,C,9,ELA,0.5,1
538553,26693966.69,9088131,C,9,ART,0,0.5
599865,26697620.8,1859450,D,11,SS,1.5,1.5
599865,26701274.9,3879781,C,11,ELA,0.5,1.5
599865,26704929,3854802,D,11,ELA,0,0.5
599865,26708583.11,5484308,C,11,ELA,1,1
601812,26712237.21,2258930,D,12,SS,0,0.5
601812,26715891.32,5673948,C,12,SCI,1,1.5
601812,26719545.42,2067359,A,12,SCI,0,0.5
601812,26723199.53,2743005,B,12,MTH,0.5,1
601812,26726853.63,1621426,C,12,OTHER,0.5,1
601812,26730507.74,1983127,A,12,OTHER,0,1
243847,26734161.84,7548192,C,10,PE,0,1.5
243847,26737815.95,3775111,A,10,SS,0,0.5
243847,26741470.05,5035482,C,10,MTH,0.5,0.5
243847,26745124.16,8559577,A,10,ELA,1,1
243847,26748778.26,4929195,D,10,PE,1,1.5
243847,26752432.37,1891651,F,10,ART,1.5,1.5
243847,26756086.47,9497711,F,10,OTHER,0.5,1.5
774488,26759740.58,7877032,C,11,OTHER,0,1
774488,26763394.68,9986054,D,11,ELA,1.5,1.5
774488,26767048.79,5962789,B,11,SS,0,1.5
774488,26770702.89,3494656,C,11,MTH,0,0.5
774488,26774356.99,6335045,A,11,SCI,0.5,1
855778,26778011.1,9178349,F,10,SCI,0,0.5
855778,26781665.2,1681101,B,10,SS,0.5,0.5
855778,26785319.31,1710676,F,10,MTH,1,1.5
855778,26788973.41,9392758,F,10,MTH,0,0.5
673550,26792627.52,3445412,D,9,OTHER,0.5,0.5
673550,26796281.62,6384341,D,9,SCI,0,1
673550,26799935.73,2030553,B,9,SCI,0.5,0.5
673550,26803589.83,5438651,C,9,SCI,0.5,0.5
673550,26807243.94,9242789,A,9,SCI,1.5,1.5
624282,26810898.04,1389129,A,12,OTHER,0.5,0.5
624282,26814552.15,3189022,A,12,SCI,0,0.5
624282,26818206.25,5760934,D,12,PE,0.5,0.5
624282,26821860.36,5905216,F,12,PE,1.5,1.5
624282,26825514.46,2337606,D,12,ART,0,0.5
624282,26829168.57,5022101,C,12,PE,0,0.5
624282,26832822.67,5971482,D,12,PE,1.5,1.5
372315,26836476.78,3136575,B,12,ART,1,1.5
372315,26840130.88,1672452,A,12,PE,0,1
372315,26843784.98,1844780,D,12,ELA,0.5,1.5
372315,26847439.09,2359583,B,12,OTHER,0.5,0.5
372315,26851093.19,8460610,B,12,MTH,0.5,0.5
372315,26854747.3,7829330,B,12,OTHER,1,1
372315,26858401.4,7495163,B,12,SCI,1,1.5
191075,26862055.51,9643425,A,12,SS,1.5,1.5
191075,26865709.61,7994201,C,12,OTHER,0.5,1.5
191075,26869363.72,8200651,A,12,ELA,1,1
191075,26873017.82,8166234,A,12,MTH,0,0.5
191075,26876671.93,5988536,D,12,SCI,0,1
328885,26880326.03,1967551,F,9,SCI,0,1.5
328885,26883980.14,3122029,A,9,PE,1,1
328885,26887634.24,9274853,F,9,SCI,0.5,0.5
328885,26891288.35,9941017,C,9,OTHER,0,1
328885,26894942.45,1725660,A,9,SS,0.5,1.5
328885,26898596.56,3686408,A,9,PE,0,0.5
321589,26902250.66,4486141,B,10,ART,0,0.5
321589,26905904.76,5511845,C,10,SCI,0.5,1
321589,26909558.87,4127539,C,10,PE,1,1
321589,26913212.97,4567215,F,10,SCI,0,1.5
321589,26916867.08,7797637,B,10,SCI,0.5,0.5
769183,26920521.18,2074375,A,9,MTH,0,1
769183,26924175.29,9127136,F,9,SS,0.5,1
769183,26927829.39,7664060,B,9,MTH,0,1
769183,26931483.5,4560039,B,9,ELA,0.5,1
769183,26935137.6,3868674,D,9,SCI,0,0.5
769183,26938791.71,4107396,C,9,ART,0,1.5
769183,26942445.81,3157142,F,9,SCI,1,1
985354,26946099.92,4738488,A,9,SCI,0,1.5
985354,26949754.02,7827505,B,9,OTHER,0.5,1.5
985354,26953408.13,3527854,C,9,PE,0.5,0.5
985354,26957062.23,4615876,F,9,OTHER,1,1.5
985354,26960716.34,9552820,F,9,SCI,0.5,0.5
788121,26964370.44,2921124,A,12,MTH,1,1.5
788121,26968024.55,1668690,D,12,PE,0,0.5
788121,26971678.65,6568479,D,12,ART,0,1
788121,26975332.75,6870400,B,12,OTHER,0.5,1
788121,26978986.86,1879359,D,12,ART,0.5,1
870080,26982640.96,3023291,F,12,ELA,0.5,1.5
870080,26986295.07,9110350,F,12,SS,1,1.5
870080,26989949.17,9266028,A,12,ART,0.5,0.5
870080,26993603.28,6604143,F,12,OTHER,0.5,1.5
870080,26997257.38,2883686,B,12,MTH,1,1
870080,27000911.49,9026222,C,12,SCI,0.5,0.5
870080,27004565.59,9895177,B,12,PE,0.5,0.5
208704,27008219.7,4084032,A,11,SCI,0.5,1
208704,27011873.8,2746579,A,11,SCI,1.5,1.5
208704,27015527.91,5396517,D,11,ART,0.5,1.5
208704,27019182.01,7964179,A,11,SS,0.5,0.5
208704,27022836.12,1355373,F,11,ART,0,1.5
208704,27026490.22,7832772,D,11,ART,0.5,1.5
360265,27030144.33,8636609,B,12,MTH,0,1
360265,27033798.43,4230538,F,12,SS,0,0.5
360265,27037452.54,6242852,A,12,SS,0.5,1
360265,27041106.64,6896902,C,12,SS,1.5,1.5
360265,27044760.74,4986699,A,12,OTHER,1,1.5
360265,27048414.85,4888956,D,12,SCI,1,1
132702,27052068.95,4126976,B,10,PE,0.5,0.5
132702,27055723.06,3956615,D,10,OTHER,1,1.5
132702,27059377.16,4729047,D,10,OTHER,0.5,1
132702,27063031.27,6276083,B,10,PE,0.5,0.5
132702,27066685.37,6292534,D,10,PE,0.5,0.5
478932,27070339.48,3345524,B,11,ART,0.5,1.5
478932,27073993.58,5403160,F,11,SS,0,0.5
478932,27077647.69,8600115,A,11,OTHER,0,1
478932,27081301.79,1299891,C,11,ELA,1,1
411588,27084955.9,2442099,D,11,PE,0.5,0.5
411588,27088610,8420483,C,11,PE,0.5,1
411588,27092264.11,2195233,D,11,SS,0,1.5
411588,27095918.21,6106854,A,11,PE,0,0.5
411588,27099572.32,7312830,F,11,OTHER,0,1
411588,27103226.42,9239449,F,11,ELA,1.5,1.5
470258,27106880.53,2033873,B,12,MTH,0,0.5
470258,27110534.63,5594770,C,12,MTH,0.5,1.5
470258,27114188.73,5933024,F,12,ART,1.5,1.5
470258,27117842.84,9625149,B,12,SS,0,0.5
470258,27121496.94,9974253,A,12,OTHER,0,1.5
470258,27125151.05,8134530,F,12,SCI,0.5,0.5
470258,27128805.15,3969796,F,12,OTHER,0.5,0.5
882011,27132459.26,3247368,C,9,PE,0.5,1
882011,27136113.36,5604184,D,9,MTH,0.5,1.5
882011,27139767.47,4428961,C,9,PE,0.5,1
882011,27143421.57,9937281,B,9,ART,0,1
882011,27147075.68,6376151,C,9,MTH,0,0.5
882011,27150729.78,4447940,A,9,OTHER,1.5,1.5
882011,27154383.89,2223476,D,9,ELA,1,1.5
454042,27158037.99,9727745,A,11,SCI,1,1
454042,27161692.1,6475439,D,11,ART,0.5,1
454042,27165346.2,7764001,D,11,SS,0.5,0.5
454042,27169000.31,8367247,D,11,MTH,0,1
454042,27172654.41,5174617,F,11,OTHER,0,0.5
454042,27176308.51,1914075,B,11,MTH,1,1.5
454042,27179962.62,2445683,D,11,OTHER,0.5,1.5
935790,27183616.72,1249950,F,12,ART,1.5,1.5
935790,27187270.83,6818264,A,12,ELA,0,0.5
935790,27190924.93,9877955,B,12,PE,0,1.5
935790,27194579.04,3780977,D,12,SS,0,1
935790,27198233.14,6242717,B,12,PE,1.5,1.5
391309,27201887.25,1083881,C,10,OTHER,1.5,1.5
391309,27205541.35,1171042,A,10,PE,0.5,0.5
391309,27209195.46,3001956,C,10,SS,1,1
391309,27212849.56,6710787,B,10,SCI,0,0.5
391309,27216503.67,4457317,D,10,SS,0,1.5
391309,27220157.77,4024379,D,10,ART,0.5,1.5
267620,27223811.88,2968455,C,12,SS,0.5,1
267620,27227465.98,2949678,F,12,ART,0.5,1
267620,27231120.09,1145374,B,12,MTH,0,1
267620,27234774.19,9366554,D,12,SCI,0,1
461839,27238428.3,3777825,A,11,PE,1.5,1.5
461839,27242082.4,9688872,C,11,SS,1.5,1.5
461839,27245736.5,1559060,B,11,PE,1,1
461839,27249390.61,7827022,B,11,PE,0,0.5
958173,27253044.71,4952111,C,9,MTH,0.5,1
958173,27256698.82,7028778,D,9,MTH,1,1
958173,27260352.92,8454193,F,9,PE,1,1.5
958173,27264007.03,7940803,C,9,MTH,1,1.5
958173,27267661.13,8168832,F,9,ART,1.5,1.5
958173,27271315.24,1730028,D,9,SCI,0.5,1
324421,27274969.34,6949905,D,10,PE,0.5,1
324421,27278623.45,5002006,A,10,MTH,0,1.5
324421,27282277.55,4485553,F,10,ART,1,1.5
324421,27285931.66,3110699,A,10,OTHER,0.5,1
324421,27289585.76,4708342,D,10,ART,0.5,1
324421,27293239.87,2417176,C,10,OTHER,0,0.5
324421,27296893.97,2624845,A,10,ART,0.5,1
324421,27300548.08,1301749,D,10,OTHER,1,1.5
580478,27304202.18,3323018,F,11,ELA,0.5,0.5
580478,27307856.29,1283488,B,11,MTH,0.5,1
580478,27311510.39,8267981,C,11,SCI,0,0.5
580478,27315164.49,4391222,B,11,OTHER,0,0.5
580478,27318818.6,1339352,B,11,OTHER,0,0.5
580478,27322472.7,7330130,B,11,ART,1,1
580478,27326126.81,1479424,F,11,ELA,0.5,1
580478,27329780.91,6724186,F,11,ART,1,1.5
509082,27333435.02,1245182,C,10,MTH,0.5,1.5
509082,27337089.12,8125495,D,10,OTHER,0,0.5
509082,27340743.23,1902049,A,10,OTHER,1,1
509082,27344397.33,7822570,A,10,OTHER,0,0.5
509082,27348051.44,2038659,D,10,ART,0,0.5
509082,27351705.54,9620108,D,10,SS,1.5,1.5
509082,27355359.65,8880554,C,10,MTH,1,1
296465,27359013.75,3468976,A,11,SCI,1.5,1.5
296465,27362667.86,9478885,C,11,MTH,0.5,0.5
296465,27366321.96,5450506,A,11,ART,0,0.5
296465,27369976.07,9811635,C,11,SS,0.5,1.5
296465,27373630.17,2014590,D,11,PE,1,1
296465,27377284.28,4331246,B,11,MTH,1,1
296465,27380938.38,1926083,C,11,ART,1,1.5
860122,27384592.48,5972791,B,10,MTH,0.5,0.5
860122,27388246.59,7062585,C,10,SCI,0.5,1.5
860122,27391900.69,7596742,D,10,ART,0,0.5
860122,27395554.8,2280099,D,10,SCI,0.5,1.5
860122,27399208.9,7933323,A,10,SS,0,1
860122,27402863.01,2576656,F,10,MTH,0.5,1.5
881155,27406517.11,8548699,A,11,PE,1,1.5
881155,27410171.22,3948878,A,11,ELA,0.5,0.5
881155,27413825.32,3034772,B,11,ART,0.5,1
881155,27417479.43,4233386,D,11,ART,0,0.5
881155,27421133.53,8272870,F,11,SS,0.5,1.5
881155,27424787.64,1337282,D,11,PE,0.5,1.5
881155,27428441.74,5248291,C,11,ART,1,1
881155,27432095.85,4400664,D,11,SCI,0.5,1.5
191384,27435749.95,6667118,F,10,SCI,0.5,0.5
191384,27439404.06,8624089,F,10,ART,1,1.5
191384,27443058.16,4369651,D,10,OTHER,0,0.5
191384,27446712.27,8599662,B,10,ART,0.5,1
191384,27450366.37,1415337,A,10,ART,1,1
191384,27454020.47,1770360,F,10,ART,0.5,0.5
191384,27457674.58,6572637,B,10,ART,1,1.5
146963,27461328.68,1787475,C,9,ELA,0,1.5
146963,27464982.79,6788848,F,9,ART,1,1
146963,27468636.89,8404029,D,9,PE,0,0.5
146963,27472291,6102952,F,9,SS,1,1.5
146963,27475945.1,1111887,A,9,SS,0.5,1
873888,27479599.21,8334253,D,11,SCI,0,1
873888,27483253.31,2953324,A,11,SS,0.5,1.5
873888,27486907.42,7324839,F,11,ELA,0,0.5
873888,27490561.52,3260165,C,11,MTH,0,1.5
873888,27494215.63,6721332,A,11,SS,0,0.5
873888,27497869.73,7528160,C,11,ART,0,0.5
873888,27501523.84,2580421,C,11,SCI,0.5,0.5
660949,27505177.94,1690599,B,12,PE,0.5,1
660949,27508832.05,7536192,A,12,OTHER,0,0.5
660949,27512486.15,2037178,F,12,ELA,1,1.5
660949,27516140.25,1220750,A,12,OTHER,1,1.5
588553,27519794.36,3583822,A,9,PE,0,1.5
588553,27523448.46,1336603,F,9,PE,1,1
588553,27527102.57,7585480,B,9,ART,1,1.5
588553,27530756.67,6172257,B,9,ART,0,0.5
588553,27534410.78,3066536,F,9,SCI,0.5,0.5
588553,27538064.88,2405646,F,9,ELA,0.5,0.5
158174,27541718.99,4771207,C,9,ELA,0,1
158174,27545373.09,5822052,F,9,SCI,0.5,1
158174,27549027.2,9032779,B,9,SS,0.5,1.5
158174,27552681.3,6332936,A,9,ELA,1,1.5
158174,27556335.41,8421393,F,9,PE,0.5,0.5
158174,27559989.51,9445099,F,9,SS,1,1
158174,27563643.62,3303348,F,9,MTH,0,0.5
145408,27567297.72,2225273,C,10,PE,1,1
145408,27570951.83,3527409,A,10,SS,0,1
145408,27574605.93,7491490,A,10,SS,0.5,1.5
145408,27578260.04,8308459,B,10,MTH,0,1
145408,27581914.14,2162966,F,10,SCI,0,0.5
145408,27585568.24,7904759,B,10,MTH,0.5,1.5
145408,27589222.35,4583035,A,10,MTH,1,1
145408,27592876.45,4108217,D,10,ART,0.5,0.5
585550,27596530.56,5837739,D,9,PE,1,1.5
585550,27600184.66,1754981,C,9,PE,0.5,0.5
585550,27603838.77,4340782,A,9,SS,1.5,1.5
585550,27607492.87,3622270,F,9,SCI,1.5,1.5
585550,27611146.98,9725006,D,9,SCI,0.5,1
643904,27614801.08,6506183,B,9,SCI,0.5,0.5
643904,27618455.19,3409393,C,9,MTH,1,1
643904,27622109.29,9334370,A,9,PE,0.5,0.5
643904,27625763.4,6659457,F,9,SS,0,0.5
643904,27629417.5,2976908,B,9,MTH,1,1.5
643904,27633071.61,2936099,A,9,SCI,1,1
643904,27636725.71,5528270,B,9,MTH,1.5,1.5
643904,27640379.82,9542195,D,9,ART,0.5,1
227508,27644033.92,1047280,D,11,SCI,0,0.5
227508,27647688.03,5581517,C,11,PE,0,0.5
227508,27651342.13,3412799,B,11,OTHER,0.5,1
227508,27654996.23,7948687,D,11,OTHER,1,1.5
227508,27658650.34,6963925,D,11,OTHER,0.5,0.5
227508,27662304.44,6114815,B,11,SS,0,0.5
227508,27665958.55,9804447,A,11,SS,0,1.5
227508,27669612.65,1924704,F,11,SS,1,1
444150,27673266.76,6722922,D,9,SS,0,0.5
444150,27676920.86,6908825,D,9,SS,0,0.5
444150,27680574.97,9074928,A,9,PE,0.5,0.5
444150,27684229.07,8180354,C,9,ELA,0.5,0.5
444150,27687883.18,6978952,C,9,ART,0,0.5
444150,27691537.28,8084822,D,9,OTHER,0.5,1.5
444150,27695191.39,8261563,A,9,ART,0,0.5
444150,27698845.49,3553943,B,9,MTH,1,1
911677,27702499.6,7022941,C,11,OTHER,0.5,1.5
911677,27706153.7,7377166,C,11,ART,1,1.5
911677,27709807.81,6275343,F,11,PE,1,1.5
911677,27713461.91,8106368,B,11,SCI,0.5,1.5
302220,27717116.02,9133379,F,12,MTH,0,1.5
302220,27720770.12,3619994,C,12,OTHER,0,1.5
302220,27724424.22,1062391,C,12,OTHER,0,1.5
302220,27728078.33,9543274,A,12,OTHER,0.5,1
701406,27731732.43,1391490,A,12,SCI,0.5,1.5
701406,27735386.54,6670999,A,12,OTHER,0,1.5
701406,27739040.64,7177793,C,12,ELA,1,1
701406,27742694.75,1007239,D,12,MTH,1,1
701406,27746348.85,7571076,B,12,ART,0.5,0.5
701406,27750002.96,4248707,A,12,MTH,0,0.5
701406,27753657.06,9714893,C,12,PE,1,1.5
669297,27757311.17,3935217,F,11,OTHER,0.5,1
669297,27760965.27,7280537,F,11,PE,1,1.5
669297,27764619.38,5907897,F,11,OTHER,0,1
669297,27768273.48,4423171,A,11,ELA,1,1.5
669297,27771927.59,3557243,A,11,ELA,0,1
669297,27775581.69,5049130,B,11,PE,0.5,1.5
669297,27779235.8,4960287,C,11,ELA,0.5,1.5
669297,27782889.9,4142573,C,11,ELA,0,0.5
670326,27786544,1891612,B,12,OTHER,0.5,1.5
670326,27790198.11,3650843,B,12,ELA,0,0.5
670326,27793852.21,7614763,F,12,ART,1,1.5
670326,27797506.32,8597579,F,12,SS,1,1
366845,27801160.42,4511417,F,12,OTHER,1,1.5
366845,27804814.53,1003735,B,12,SCI,1.5,1.5
366845,27808468.63,9038059,C,12,OTHER,1,1
366845,27812122.74,6272373,F,12,SCI,1.5,1.5
366845,27815776.84,6497078,C,12,ELA,1,1
366845,27819430.95,1303591,D,12,PE,0,0.5
366845,27823085.05,1919878,C,12,MTH,0,1
366845,27826739.16,4969211,A,12,PE,0,1.5
585554,27830393.26,2592759,B,12,ELA,0,0.5
585554,27834047.37,6701915,B,12,PE,0,1
585554,27837701.47,8407542,A,12,SCI,1,1.5
585554,27841355.58,4912495,C,12,OTHER,0.5,0.5
585554,27845009.68,6188594,D,12,PE,0,0.5
585554,27848663.79,3466881,A,12,PE,1,1
585554,27852317.89,8554038,C,12,ART,0.5,0.5
669793,27855971.99,4434520,F,11,PE,1.5,1.5
669793,27859626.1,1015719,B,11,ELA,0.5,0.5
669793,27863280.2,1218240,A,11,SS,0.5,1
669793,27866934.31,4413315,C,11,MTH,0.5,0.5
669793,27870588.41,6845470,D,11,SS,0,0.5
669793,27874242.52,4136209,B,11,MTH,0.5,1
669793,27877896.62,9748513,F,11,OTHER,1.5,1.5
692141,27881550.73,9994748,C,12,MTH,0,1
692141,27885204.83,2580812,C,12,PE,0,1
692141,27888858.94,4353867,A,12,PE,1,1
692141,27892513.04,2302314,C,12,MTH,0,1.5
692141,27896167.15,1989451,B,12,OTHER,0.5,1
692141,27899821.25,4271150,B,12,ART,0,0.5
916538,27903475.36,6731758,B,9,SS,0.5,0.5
916538,27907129.46,8710691,C,9,ELA,1.5,1.5
916538,27910783.57,1758947,F,9,PE,1,1.5
916538,27914437.67,2523358,B,9,SS,0,1
487543,27918091.78,7348711,C,10,MTH,1,1.5
487543,27921745.88,7069336,D,10,OTHER,0,0.5
487543,27925399.98,7331429,C,10,OTHER,1.5,1.5
487543,27929054.09,8725345,F,10,OTHER,0.5,0.5
487543,27932708.19,4690473,B,10,OTHER,0.5,1
487543,27936362.3,9544169,B,10,OTHER,1,1.5
487543,27940016.4,7913034,A,10,ART,0,1
370265,27943670.51,5038662,B,9,SCI,0.5,1
370265,27947324.61,3152591,B,9,ART,0,0.5
